unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number_or_numbers,street_name,postal_town,uk_postcode,easting,northing,tenure,tenure_characteristics,land_only,size_of_asset,size_units,effective_service_delivery_government_services_function,reason_for_holding_asset,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating
"10001178034","2063","Coleshill Former Youth Wing","","Packington Lane","Coleshill","B46 3JE",420370,287400,"Freehold","Occupied by the Local Authority","Land with a permanent building",154.71,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",41606.99,"Not Currently Available","n/a"
"100071398912","2064","Coleshill C. of E. Primary School","","Wingfield Road","Coleshill","B46 3LL",419950,288550,"Both Freehold & Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2033.75,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",189224.40,"Not Currently Available","E"
"100071466105","2065","High Meadow Infant School","","Norton Road","Coleshill","B46 1ES",419660,289870,"Freehold","Occupied by the Local Authority","Land with a permanent building",782.21,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",126261.37,"Not Currently Available","D"
"100071398847","2080","Coleshill Fire Station","","Birmingham Road","Coleshill","B46 1DJ",419750,288890,"Freehold","Occupied by the Local Authority","Land with a permanent building",963.37,"Sq.m","Community safety","To Follow","n/a","Not Currently Available",146514.00,"Not Currently Available","C"
"100071398813","2098","Coleshill Motorway/Divisional Highways Depot","","Coleshill Heath Road","Coleshill","B46 1DP",419703,286854,"Both Freehold & Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2164.58,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",257743.89,"Not Currently Available","n/a"
"100071231590","2100","Radbrook Farm & Land at Square Lane","","Highfield Lane","Corley","CV7 8BJ",430252,286144,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",5184.62,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",116899.77,"Not Currently Available","n/a"
"100071231739","2101","Corley Hall Farm","","Rock Lane","Corley","CV7 8BH",430516,285793,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",3367.88,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",124633.22,"Not Currently Available","n/a"
"100071485296","2104","Curdworth Primary School","","Farthing Lane","Curdworth","B76 9HF",418150,292783,"Freehold","Occupied by the Local Authority","Land with a permanent building",794.68,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",289967.40,"Not Currently Available","D"
"100071485639","2106","Dordon Community Primary School (Academy)","","Roman Way","Dordon","B78 1PJ",426120,300770,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1833.10,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",254643.69,"Not Currently Available","E"
"100071485669","2107","Dordon Community Managed Library","","Roman Way","Dordon","B78 1RD",426150,300850,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",135.94,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071232022","2111","Land at Grange Farm","","Wood End Lane","Fillongley","CV7 8DB",429089,287067,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",16.82,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071231553","2112","Musson Hall Farm","","Green End Road","Green End, Fillongley","CV7 8DT",426050,286400,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",1731.93,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",84269.16,"Not Currently Available","n/a"
"100071231553","2113","Musson Hall Farm Cottage","","Green End Road","Green End, Fillongley","CV7 8DT",426078,286360,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",115.59,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",10165.76,"Not Currently Available","n/a"
"100071519569","2115","Bournebrook C.E. Primary School","","Coventry Road","Fillongley","CV7 8ET",428070,287260,"Other","Vested in Trustees","Land with a permanent building",1118.39,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",134272.24,"Not Currently Available","D"
"100071230414","2118","Swan Farm (includes Oak Tree Cottage - 2119)","","Watling Street","Grendon","CV9 2PZ",427162,299608,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",3240.33,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",34468.62,"Not Currently Available","n/a"
"100071230409","2119","Oak Tree Cottage","","Watling Street","Grendon","CV9 2PZ",427087,299673,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",108.60,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",13296.69,"Not Currently Available","n/a"
"100071522324","2120","Land at Former Sparrowdale School","Withheld","Withheld","Withheld","CV9",0,0,"Freehold","Vacant","Land only",1.92,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071522301","2122","Former Grendon Household Waste Recycling Centre","Withheld","Withheld","Withheld","CV9",0,0,"Freehold","Vacant","Land with a permanent building",10.80,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",1539.73,"Not Currently Available","n/a"
"100071398965","2124","Hartshill School (Academy)","","Church Road","Hartshill","CV10 0NA",432700,293740,"Other","Vested in Trustees","Land with a permanent building",8647.76,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1626553.30,"Not Currently Available","B, C, E"
"100071398969","2125","Michael Drayton Junior School","","The Woodlands","Hartshill","CV10 0SZ",432530,293950,"Freehold","Occupied by the Local Authority","Land with a permanent building",2715.71,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",289016.97,"Not Currently Available","D"
"10001173376","2126","Land at Former Annexe to Hartshill School","Withheld","Withheld","Withheld","CV10",0,0,"Freehold","Vacant","Land only",0.94,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071494943","2128","Nathaniel Newton Infant School","","Victoria Road","Hartshill","CV10 0LS",432630,293640,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1932.86,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",166478.40,"Not Currently Available","D"
"10001177594","2129","Hartshill Hayes Country Park","","Oldbury Road","Hartshill","CV10 0TJ",431704,294358,"Freehold","Occupied by the Local Authority","Land with a permanent building",48.68,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",8601.94,"Not Currently Available","n/a"
"100071230277","2131","Poplars Farm","","Tamworth Road","Wood End","CV9 2QQ",424682,297837,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",6610.20,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",88574.62,"Not Currently Available","n/a"
"n/a","2132","Land at Heanley Farm","","Heanley Lane","Hurley","CV9 2HZ",424937,296758,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",56.76,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","2133","Land at Home Farm","","","Hurley","n/a",424570,296400,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",35.73,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","2134","Land at Wash End","","","Hurley","n/a",425477,295391,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",15.38,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071399021","2136","Kingsbury School (Academy)","","Tamworth Road","Kingsbury","B78 2LF",421590,296520,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",5794.04,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",868632.44,"Not Currently Available","G"
"100071398799","2139","Wood End Primary School   (Academy)","","Wood Street","Wood End","CV9 2QL",424040,298050,"Both Freehold & Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1471.74,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",83819.31,"Not Currently Available","D"
"100071522323","2140","Hurley Primary School","","Heanley Lane","Hurley","CV9 2HY",424670,295900,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1279.97,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",408061.37,"Not Currently Available","n/a"
"100071485921","2142","Kingsbury Former Library & Information Centre","","Bromage Avenue","Kingsbury","B78 2HN",421520,296770,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",136.50,"Sq.m","Licences, permits and permissions","To Follow","n/a","Not Currently Available",15667.48,"Not Currently Available","n/a"
"100071484711","2143","Kingsbury Water Park","","Bodymoor Heath Lane","Bodymoor Heath, Kingsbury","B76 0DY",420417,295934,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2017.00,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",338436.03,"Not Currently Available","n/a"
"200001859260","2145","Broomey Croft Farm","","Bodymoor Heath Lane","Bodymoor Heath, Kingsbury","B76 0EE",420473,296997,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",979.40,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071486021","2157","Newton Regis CE Primary School (Academy)","","Austrey Lane","Newton Regis","B79 0NL",427990,307540,"Leasehold","Occupied by the Local Authority","Land with a permanent building",845.02,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",250809.61,"Not Currently Available","D"
"n/a","2158","Warton Allotments","","Little Warton","Warton","n/a",428770,303450,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",2.73,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071398998","2160","The Polesworth School - Academy","","Dordon Road","Polesworth","B78 1QT",425760,301520,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",11658.32,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1212522.61,"Not Currently Available","C, E"
"n/a","2163","Polesworth School (Academy) - Youth Wing","","Dordon Road","Dordon","B78 1QT",425837,301592,"Freehold","Occupied by the Local Authority","Land with a permanent building",271.76,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",69332.98,"Not Currently Available","n/a"
"100071399001","2164","The Nethersole School CE Primary (Academy)","","High Street","Polesworth","B78 1DZ",426760,302610,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2358.67,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",632142.69,"Not Currently Available","C"
"100071485634","2165","Former Nethersoles CE First School","","High Street","Polesworth","B78 1DU",426363,302527,"Other","Vested in Trustees","Land with a permanent building",890.63,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
